Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2016,95126,127,48.7,18+,Santa Clara
2016,95127,186,39.7,18+,Santa Clara
2016,95128,85,29.6,18+,Santa Clara
2016,95129,43,14.4,18+,Santa Clara
2016,95130,30,26.4,18+,Santa Clara
2016,95131,35,14.5,18+,Santa Clara
2016,95132,68,20.7,18+,Santa Clara
2016,95133,58,27.2,18+,Santa Clara
2016,95134,19,15.9,18+,Santa Clara
2016,95135,27,14.6,18+,Santa Clara
2016,95136,78,22.9,18+,Santa Clara
2016,95138,40,29.7,18+,Santa Clara
2016,95139,12,24.0,18+,Santa Clara
2016,95148,122,34.1,18+,Santa Clara
2016,95202,110,231.6,18+,San Joaquin
2016,95203,128,100.2,18+,San Joaquin
2016,95204,121,57.8,18+,San Joaquin
2016,95205,203,78.8,18+,San Joaquin
2016,95206,351,75.0,18+,San Joaquin
2016,95207,257,77.1,18+,San Joaquin
2016,95209,93,29.3,18+,San Joaquin
2016,95210,143,53.3,18+,San Joaquin
2016,95212,53,24.4,18+,San Joaquin
2016,95215,67,41.1,18+,San Joaquin
2016,95219,66,31.9,18+,San Joaquin
2016,95220,14,23.9,18+,San Joaquin
2016,95231,17,46.7,18+,San Joaquin
2016,95240,138,39.1,18+,San Joaquin
2016,95242,44,23.1,18+,San Joaquin
2016,95249,26,132.9,18+,Calaveras
2016,95252,39,40.0,18+,Calaveras
2016,95258,33,154.2,18+,San Joaquin
2016,95301,103,40.6,18+,Merced
2016,95304,30,22.0,18+,San Joaquin
2016,95307,109,33.8,18+,Stanislaus
2016,95315,32,32.9,18+,Merced
2016,95320,31,30.0,18+,San Joaquin
2016,95322,32,47.4,18+,Merced
2016,95324,16,27.0,18+,Merced
2016,95326,19,23.3,18+,Stanislaus
2016,95327,39,46.2,18+,Tuolumne
2016,95330,59,41.9,18+,San Joaquin
2016,95334,30,25.2,18+,Merced
2016,95336,178,53.7,18+,San Joaquin
2016,95337,114,43.4,18+,San Joaquin
2016,95338,32,41.4,18+,Mariposa
2016,95340,276,105.2,18+,Merced
2016,95341,140,60.1,18+,Merced
2016,95348,161,69.5,18+,Merced
2016,95350,221,61.1,18+,Stanislaus
2016,95351,248,73.6,18+,Stanislaus
2016,95354,126,69.4,18+,Stanislaus
2016,95355,186,43.9,18+,Stanislaus
2016,95356,87,36.7,18+,Stanislaus
2016,95357,55,54.9,18+,Stanislaus
2016,95358,106,49.0,18+,Stanislaus
2016,95360,17,20.9,18+,Stanislaus
2016,95361,86,37.6,18+,Stanislaus
2016,95363,53,28.2,18+,Stanislaus
2016,95365,23,85.7,18+,Merced
2016,95366,18,14.2,18+,San Joaquin
2016,95367,65,38.5,18+,Stanislaus
2016,95368,27,27.2,18+,Stanislaus
2016,95370,94,53.3,18+,Tuolumne
2016,95372,13,93.0,18+,Tuolumne
2016,95376,260,68.3,18+,San Joaquin
2016,95377,61,29.6,18+,San Joaquin
2016,95380,147,49.6,18+,Stanislaus
2016,95382,60,20.9,18+,Stanislaus
2016,95386,35,48.5,18+,Stanislaus
2016,95388,44,42.3,18+,Merced
2016,95391,21,24.2,18+,San Joaquin
2016,95401,107,37.6,18+,Sonoma
2016,95403,98,26.9,18+,Sonoma
2016,95404,109,32.4,18+,Sonoma
2016,95405,65,40.9,18+,Sonoma
2016,95407,166,59.0,18+,Sonoma
2016,95409,43,22.0,18+,Sonoma
2016,95422,155,110.1,18+,Lake
2016,95423,18,68.0,18+,Lake
2016,95425,16,17.7,18+,Sonoma
2016,95437,55,49.7,18+,Mendocino
2016,95446,18,36.3,18+,Sonoma
2016,95448,23,16.4,18+,Sonoma
2016,95451,51,56.9,18+,Lake
2016,95453,45,48.9,18+,Lake
2016,95457,23,82.3,18+,Lake
2016,95458,15,74.9,18+,Lake
2016,95464,20,104.4,18+,Lake
2016,95467,16,43.0,18+,Lake
2016,95472,55,25.9,18+,Sonoma
2016,95476,35,13.1,18+,Sonoma
2016,95482,126,55.6,18+,Mendocino
2016,95485,16,88.1,18+,Lake
2016,95490,74,77.6,18+,Mendocino
2016,95492,49,23.1,18+,Sonoma
2016,95501,170,85.7,18+,Humboldt
2016,95503,99,55.5,18+,Humboldt
2016,95519,63,51.1,18+,Humboldt
2016,95521,79,45.8,18+,Humboldt
2016,95531,91,52.6,18+,Del Norte
2016,95540,55,58.0,18+,Humboldt
2016,95542,16,56.4,18+,Humboldt
2016,95562,24,96.9,18+,Humboldt
2016,95602,72,66.1,18+,Placer
2016,95603,61,31.0,18+,Placer
2016,95605,48,46.1,18+,Yolo
2016,95608,268,58.0,18+,Sacramento
2016,95610,151,43.1,18+,Sacramento
2016,95616,69,19.2,18+,Yolo
2016,95618,29,13.3,18+,Yolo
2016,95619,24,99.9,18+,El Dorado
2016,95620,46,28.7,18+,Solano
2016,95621,130,40.4,18+,Sacramento
2016,95624,127,28.0,18+,Sacramento
2016,95626,22,43.4,18+,Sacramento
2016,95628,102,35.7,18+,Sacramento
2016,95630,106,18.5,18+,Sacramento
2016,95631,13,29.6,18+,Placer
2016,95632,53,23.7,18+,Sacramento
2016,95640,27,30.1,18+,Amador
2016,95642,51,117.3,18+,Amador
2016,95648,80,22.0,18+,Placer
2016,95655,12,32.0,18+,Sacramento
2016,95660,217,91.0,18+,Sacramento
2016,95661,65,27.9,18+,Placer
2016,95662,119,42.4,18+,Sacramento
2016,95666,13,35.3,18+,Amador
2016,95667,102,40.4,18+,El Dorado
2016,95670,173,43.8,18+,Sacramento
2016,95673,51,44.1,18+,Sacramento
2016,95677,57,35.3,18+,Placer
2016,95678,111,33.9,18+,Placer
2016,95682,43,21.0,18+,El Dorado
2016,95685,16,54.1,18+,Amador
2016,95687,229,43.3,18+,Solano
2016,95688,155,58.9,18+,Solano
2016,95691,108,40.9,18+,Yolo
2016,95694,13,18.0,18+,Yolo
2016,95695,112,39.1,18+,Yolo
2016,95709,16,60.5,18+,El Dorado
2016,95713,12,18.3,18+,Placer
2016,95726,28,43.5,18+,El Dorado
2016,95742,19,34.1,18+,Sacramento
2016,95746,26,19.9,18+,Placer
2016,95747,87,19.8,18+,Placer
2016,95757,106,33.3,18+,Sacramento
2016,95758,142,31.3,18+,Sacramento
2016,95762,44,16.7,18+,El Dorado
2016,95765,40,15.4,18+,Placer
2016,95776,73,42.2,18+,Yolo
2016,95811,66,87.9,18+,Sacramento
2016,95814,57,64.4,18+,Sacramento
2016,95815,238,132.8,18+,Sacramento
2016,95816,80,68.5,18+,Sacramento
2016,95817,68,61.8,18+,Sacramento
2016,95818,74,43.8,18+,Sacramento
2016,95819,22,15.7,18+,Sacramento
2016,95820,205,74.4,18+,Sacramento
2016,95821,281,119.6,18+,Sacramento
2016,95822,251,79.6,18+,Sacramento
2016,95823,576,106.1,18+,Sacramento
2016,95824,165,73.8,18+,Sacramento
2016,95825,216,88.9,18+,Sacramento
2016,95826,154,54.9,18+,Sacramento
2016,95827,75,47.9,18+,Sacramento
2016,95828,283,66.1,18+,Sacramento
2016,95829,64,32.4,18+,Sacramento
2016,95831,94,32.4,18+,Sacramento
2016,95832,84,100.2,18+,Sacramento
2016,95833,182,60.2,18+,Sacramento
2016,95834,81,38.2,18+,Sacramento
2016,95835,70,27.7,18+,Sacramento
2016,95838,303,113.4,18+,Sacramento
2016,95841,111,68.6,18+,Sacramento
2016,95842,195,82.8,18+,Sacramento
2016,95843,156,46.2,18+,Sacramento
2016,95864,60,41.6,18+,Sacramento
2016,95901,109,47.1,18+,Yuba
2016,95926,113,38.3,18+,Butte
2016,95928,98,35.0,18+,Butte
2016,95932,14,19.7,18+,Colusa
2016,95945,88,55.7,18+,Nevada
2016,95946,14,19.3,18+,Nevada
2016,95948,28,37.8,18+,Butte
2016,95949,35,28.6,18+,Nevada
2016,95953,19,25.0,18+,Sutter
2016,95954,22,30.3,18+,Butte
2016,95959,25,23.2,18+,Nevada
2016,95961,63,36.4,18+,Yuba
2016,95963,34,29.1,18+,Glenn
2016,95965,62,42.4,18+,Butte
2016,95966,71,36.0,18+,Butte
2016,95969,64,35.9,18+,Butte
2016,95971,27,54.3,18+,Plumas
2016,95973,65,25.9,18+,Butte
2016,95987,12,26.0,18+,Colusa
2016,95988,25,42.4,18+,Glenn
2016,95991,109,36.1,18+,Sutter
2016,95993,53,19.5,18+,Sutter
2016,96001,96,39.4,18+,Shasta
2016,96002,119,51.8,18+,Shasta
2016,96003,90,26.6,18+,Shasta
2016,96007,57,35.8,18+,Shasta
2016,96019,20,27.7,18+,Shasta
2016,96021,63,52.0,18+,Tehama
2016,96022,18,16.2,18+,Shasta
2016,96035,17,64.0,18+,Tehama
2016,96067,19,37.5,18+,Siskiyou
2016,96080,127,62.8,18+,Tehama
2016,96088,12,48.6,18+,Shasta
2016,96097,35,54.8,18+,Siskiyou
2016,96101,37,100.8,18+,Modoc
2016,96122,24,90.8,18+,Plumas
2016,96130,62,28.7,18+,Lassen
2016,96137,13,65.9,18+,Lassen
2016,96150,68,27.6,18+,El Dorado
2016,96161,26,18.2,18+,Nevada
2017,90001,244,62.9,18+,Los Angeles
2017,90002,270,76.5,18+,Los Angeles
2017,90003,378,80.4,18+,Los Angeles
2017,90004,154,31.2,18+,Los Angeles
2017,90005,67,20.5,18+,Los Angeles
2017,90006,121,24.8,18+,Los Angeles
2017,90007,84,24.4,18+,Los Angeles
2017,90008,234,90.3,18+,Los Angeles
2017,90011,302,44.4,18+,Los Angeles
2017,90012,71,23.8,18+,Los Angeles
2017,90013,144,102.9,18+,Los Angeles
2017,90014,37,39.8,18+,Los Angeles
2017,90015,76,46.2,18+,Los Angeles
2017,90016,227,61.5,18+,Los Angeles
2017,90017,106,46.9,18+,Los Angeles
2017,90018,245,62.7,18+,Los Angeles
2017,90019,206,38.5,18+,Los Angeles
2017,90020,81,23.0,18+,Los Angeles
2017,90021,36,107.0,18+,Los Angeles
2017,90022,210,43.0,18+,Los Angeles
2017,90023,145,40.1,18+,Los Angeles
2017,90024,76,25.4,18+,Los Angeles
2017,90025,51,13.3,18+,Los Angeles
2017,90026,152,26.8,18+,Los Angeles
2017,90027,95,22.6,18+,Los Angeles
2017,90028,124,47.0,18+,Los Angeles
2017,90029,124,39.1,18+,Los Angeles
2017,90031,97,30.8,18+,Los Angeles
2017,90032,163,44.3,18+,Los Angeles
2017,90033,196,55.7,18+,Los Angeles
2017,90034,105,21.6,18+,Los Angeles
2017,90035,46,18.3,18+,Los Angeles
2017,90036,73,24.5,18+,Los Angeles
2017,90037,293,65.7,18+,Los Angeles
2017,90038,86,32.5,18+,Los Angeles
2017,90039,70,30.1,18+,Los Angeles
2017,90040,31,33.5,18+,Los Angeles
2017,90041,52,21.2,18+,Los Angeles
2017,90042,144,29.6,18+,Los Angeles
2017,90043,317,94.7,18+,Los Angeles
2017,90044,579,85.5,18+,Los Angeles
2017,90045,42,13.0,18+,Los Angeles
2017,90046,63,14.4,18+,Los Angeles
2017,90047,408,104.0,18+,Los Angeles
2017,90048,31,15.4,18+,Los Angeles
2017,90049,34,11.2,18+,Los Angeles
2017,90056,39,81.4,18+,Los Angeles
2017,90057,180,50.8,18+,Los Angeles
2017,90058,17,73.8,18+,Los Angeles
2017,90059,323,110.7,18+,Los Angeles
2017,90061,253,115.9,18+,Los Angeles
2017,90062,157,63.2,18+,Los Angeles
2017,90063,142,35.8,18+,Los Angeles
2017,90064,48,23.0,18+,Los Angeles
2017,90065,143,39.3,18+,Los Angeles
2017,90066,83,18.0,18+,Los Angeles
2017,90068,25,12.8,18+,Los Angeles
2017,90069,35,18.4,18+,Los Angeles
2017,90201,252,35.7,18+,Los Angeles
2017,90210,13,5.6,18+,Los Angeles
2017,90211,26,32.4,18+,Los Angeles
2017,90212,20,18.7,18+,Los Angeles
2017,90220,277,74.4,18+,Los Angeles
2017,90221,240,62.0,18+,Los Angeles
2017,90222,230,94.7,18+,Los Angeles
2017,90230,77,30.1,18+,Los Angeles
2017,90232,28,20.0,18+,Los Angeles
2017,90240,52,26.8,18+,Los Angeles
2017,90241,122,35.3,18+,Los Angeles
2017,90242,86,25.4,18+,Los Angeles
2017,90245,14,11.3,18+,Los Angeles
2017,90247,209,58.5,18+,Los Angeles
2017,90248,28,30.7,18+,Los Angeles
2017,90249,105,46.4,18+,Los Angeles
2017,90250,341,45.7,18+,Los Angeles
2017,90254,18,10.7,18+,Los Angeles
2017,90255,242,47.3,18+,Los Angeles
2017,90260,113,39.5,18+,Los Angeles
2017,90262,233,47.4,18+,Los Angeles
2017,90266,14,4.8,18+,Los Angeles
2017,90270,65,35.3,18+,Los Angeles
2017,90272,12,11.1,18+,Los Angeles
2017,90274,26,17.1,18+,Los Angeles
2017,90275,33,11.4,18+,Los Angeles
2017,90277,30,9.5,18+,Los Angeles
2017,90278,62,19.5,18+,Los Angeles
2017,90280,253,38.9,18+,Los Angeles
2017,90291,62,32.4,18+,Los Angeles
2017,90292,45,19.0,18+,Los Angeles
2017,90293,12,12.3,18+,Los Angeles
2017,90301,188,63.6,18+,Los Angeles
2017,90302,144,60.1,18+,Los Angeles
2017,90303,109,58.5,18+,Los Angeles
2017,90304,82,39.2,18+,Los Angeles
2017,90305,63,65.3,18+,Los Angeles
2017,90401,39,65.0,18+,Los Angeles
2017,90402,12,11.9,18+,Los Angeles
2017,90403,27,12.3,18+,Los Angeles
2017,90404,77,38.6,18+,Los Angeles
2017,90405,64,28.4,18+,Los Angeles
2017,90501,118,34.3,18+,Los Angeles
2017,90502,62,43.2,18+,Los Angeles
2017,90503,48,12.5,18+,Los Angeles
2017,90504,35,13.6,18+,Los Angeles
2017,90505,62,22.2,18+,Los Angeles
2017,90601,76,30.5,18+,Los Angeles
2017,90602,96,48.9,18+,Los Angeles
2017,90603,32,19.7,18+,Los Angeles
2017,90604,83,25.9,18+,Los Angeles
2017,90605,103,33.1,18+,Los Angeles
2017,90606,93,37.0,18+,Los Angeles
2017,90620,112,29.9,18+,Orange
2017,90621,73,27.7,18+,Orange
2017,90623,33,28.1,18+,Orange
2017,90630,93,21.6,18+,Orange
2017,90631,139,25.6,18+,Orange
2017,90638,82,19.6,18+,Los Angeles
2017,90640,179,37.5,18+,Los Angeles
2017,90650,268,32.3,18+,Los Angeles
2017,90660,176,35.3,18+,Los Angeles
2017,90670,35,29.2,18+,Los Angeles
2017,90680,90,35.6,18+,Orange
2017,90701,28,20.4,18+,Los Angeles
2017,90703,95,24.4,18+,Los Angeles
2017,90706,233,38.4,18+,Los Angeles
2017,90710,63,32.3,18+,Los Angeles
2017,90712,345,169.4,18+,Los Angeles
2017,90713,59,29.7,18+,Los Angeles
2017,90715,63,36.6,18+,Los Angeles
2017,90716,37,36.2,18+,Los Angeles
2017,90717,51,29.7,18+,Los Angeles
2017,90720,42,27.1,18+,Orange
2017,90723,149,36.9,18+,Los Angeles
2017,90731,330,67.0,18+,Los Angeles
2017,90732,37,23.8,18+,Los Angeles
2017,90740,28,19.5,18+,Orange
2017,90744,178,45.1,18+,Los Angeles
2017,90745,220,47.9,18+,Los Angeles
2017,90746,106,54.8,18+,Los Angeles
2017,90755,28,30.0,18+,Los Angeles
2017,90802,173,51.5,18+,Los Angeles
2017,90803,36,12.5,18+,Los Angeles
2017,90804,201,63.8,18+,Los Angeles
2017,90805,376,55.5,18+,Los Angeles
2017,90806,236,70.4,18+,Los Angeles
2017,90807,76,28.2,18+,Los Angeles
2017,90808,50,16.8,18+,Los Angeles
2017,90810,146,51.4,18+,Los Angeles
2017,90813,370,85.8,18+,Los Angeles
2017,90814,36,23.3,18+,Los Angeles
2017,90815,41,11.8,18+,Los Angeles
2017,91001,75,27.4,18+,Los Angeles
2017,91006,31,11.9,18+,Los Angeles
2017,91007,22,8.6,18+,Los Angeles
2017,91010,70,36.1,18+,Los Angeles
2017,91016,98,31.8,18+,Los Angeles
2017,91020,14,20.7,18+,Los Angeles
2017,91030,23,11.6,18+,Los Angeles
2017,91040,65,39.8,18+,Los Angeles
2017,91042,44,19.5,18+,Los Angeles
2017,91101,37,22.6,18+,Los Angeles
2017,91103,88,39.2,18+,Los Angeles
2017,91104,84,29.0,18+,Los Angeles
2017,91105,15,14.2,18+,Los Angeles
2017,91106,33,16.4,18+,Los Angeles
2017,91107,41,15.7,18+,Los Angeles
2017,91201,35,17.7,18+,Los Angeles
2017,91202,35,19.7,18+,Los Angeles
2017,91203,19,13.9,18+,Los Angeles
2017,91204,67,46.1,18+,Los Angeles
2017,91205,116,34.4,18+,Los Angeles
2017,91206,75,26.0,18+,Los Angeles
2017,91208,40,36.6,18+,Los Angeles
2017,91214,36,16.3,18+,Los Angeles
2017,91301,20,10.2,18+,Los Angeles
2017,91302,34,20.1,18+,Los Angeles
2017,91303,119,53.7,18+,Los Angeles
2017,91304,156,40.0,18+,Los Angeles
2017,91306,151,41.1,18+,Los Angeles
2017,91307,41,23.8,18+,Los Angeles
2017,91311,106,34.3,18+,Los Angeles
2017,91316,122,60.3,18+,Los Angeles
2017,91320,41,12.8,18+,Ventura
2017,91321,67,23.1,18+,Los Angeles
2017,91324,91,38.5,18+,Los Angeles
2017,91325,106,36.4,18+,Los Angeles
2017,91326,55,19.5,18+,Los Angeles
2017,91331,407,52.3,18+,Los Angeles
2017,91335,294,48.3,18+,Los Angeles
2017,91340,172,63.7,18+,Los Angeles
2017,91342,287,40.4,18+,Los Angeles
2017,91343,219,46.4,18+,Los Angeles
2017,91344,133,31.1,18+,Los Angeles
2017,91345,65,43.8,18+,Los Angeles
2017,91350,52,17.4,18+,Los Angeles
2017,91351,95,39.4,18+,Los Angeles
2017,91352,181,48.9,18+,Los Angeles
2017,91354,40,19.6,18+,Los Angeles
2017,91355,51,18.3,18+,Los Angeles
2017,91356,94,42.0,18+,Los Angeles
2017,91360,46,13.2,18+,Ventura
2017,91361,29,15.5,18+,Ventura
2017,91362,35,12.2,18+,Ventura
2017,91364,47,23.6,18+,Los Angeles
2017,91367,71,21.6,18+,Los Angeles
2017,91381,18,14.3,18+,Los Angeles
2017,91384,42,17.2,18+,Los Angeles
2017,91387,111,34.6,18+,Los Angeles
2017,91390,20,12.5,18+,Los Angeles
2017,91401,154,45.1,18+,Los Angeles
2017,91402,332,61.5,18+,Los Angeles
2017,91403,53,27.1,18+,Los Angeles
2017,91405,347,89.8,18+,Los Angeles
2017,91406,198,48.2,18+,Los Angeles
2017,91411,71,33.4,18+,Los Angeles
2017,91423,44,17.2,18+,Los Angeles
2017,91436,18,20.9,18+,Los Angeles
2017,91501,42,24.1,18+,Los Angeles
2017,91502,15,14.7,18+,Los Angeles
2017,91504,40,19.0,18+,Los Angeles
2017,91505,53,20.5,18+,Los Angeles
2017,91506,42,27.4,18+,Los Angeles
2017,91601,135,42.8,18+,Los Angeles
2017,91602,36,21.8,18+,Los Angeles
2017,91604,41,16.2,18+,Los Angeles
2017,91605,228,53.6,18+,Los Angeles
2017,91606,118,32.9,18+,Los Angeles
2017,91607,46,17.3,18+,Los Angeles
2017,91701,60,19.1,18+,San Bernardino
2017,91702,238,51.6,18+,Los Angeles
2017,91706,269,48.6,18+,Los Angeles
2017,91708,17,51.5,18+,San Bernardino
2017,91709,95,15.1,18+,San Bernardino
2017,91710,155,24.0,18+,San Bernardino
2017,91711,60,23.4,18+,Los Angeles
2017,91722,119,42.5,18+,Los Angeles
2017,91723,74,48.9,18+,Los Angeles
2017,91724,60,28.1,18+,Los Angeles
2017,91730,156,30.0,18+,San Bernardino
2017,91731,98,44.1,18+,Los Angeles
2017,91732,217,46.6,18+,Los Angeles
2017,91733,133,38.2,18+,Los Angeles
2017,91737,44,27.5,18+,San Bernardino
2017,91739,44,15.4,18+,San Bernardino
2017,91740,63,30.9,18+,Los Angeles
2017,91741,47,22.9,18+,Los Angeles
2017,91744,294,47.3,18+,Los Angeles
2017,91745,114,27.7,18+,Los Angeles
2017,91746,63,26.0,18+,Los Angeles
2017,91748,60,16.1,18+,Los Angeles
2017,91750,56,20.2,18+,Los Angeles
2017,91752,59,23.1,18+,Riverside
2017,91754,68,26.8,18+,Los Angeles
2017,91755,27,12.3,18+,Los Angeles
2017,91761,155,38.6,18+,San Bernardino
2017,91762,184,41.3,18+,San Bernardino
2017,91763,126,44.1,18+,San Bernardino
2017,91764,205,47.6,18+,San Bernardino
2017,91765,57,14.7,18+,Los Angeles
2017,91766,275,48.1,18+,Los Angeles
2017,91767,213,55.6,18+,Los Angeles
2017,91768,142,61.3,18+,Los Angeles
2017,91770,138,27.9,18+,Los Angeles
2017,91773,78,30.0,18+,Los Angeles
2017,91775,28,15.5,18+,Los Angeles
2017,91776,67,20.9,18+,Los Angeles
2017,91780,51,17.0,18+,Los Angeles
2017,91784,30,15.9,18+,San Bernardino
2017,91786,177,43.4,18+,San Bernardino
2017,91789,54,15.8,18+,Los Angeles
2017,91790,153,41.2,18+,Los Angeles
2017,91791,75,27.0,18+,Los Angeles
2017,91792,78,32.3,18+,Los Angeles
2017,91801,89,20.0,18+,Los Angeles
2017,91803,55,23.2,18+,Los Angeles
2017,91901,22,16.7,18+,San Diego
2017,91902,31,24.3,18+,San Diego
2017,91910,198,32.3,18+,San Diego
2017,91911,201,30.1,18+,San Diego
2017,91913,45,13.6,18+,San Diego
2017,91914,16,12.5,18+,San Diego
2017,91915,35,15.3,18+,San Diego
2017,91932,71,33.9,18+,San Diego
2017,91941,71,28.9,18+,San Diego
2017,91942,94,28.9,18+,San Diego
2017,91945,95,53.8,18+,San Diego
2017,91950,223,48.3,18+,San Diego
2017,91977,161,35.0,18+,San Diego
2017,91978,23,31.8,18+,San Diego
2017,92008,29,12.1,18+,San Diego
2017,92009,38,11.7,18+,San Diego
2017,92010,14,11.9,18+,San Diego
2017,92011,14,6.1,18+,San Diego
2017,92019,62,17.7,18+,San Diego
2017,92020,128,27.9,18+,San Diego
2017,92021,158,30.1,18+,San Diego
2017,92024,43,10.5,18+,San Diego
2017,92025,109,29.0,18+,San Diego
2017,92026,88,21.5,18+,San Diego
2017,92027,104,24.2,18+,San Diego
2017,92028,65,19.0,18+,San Diego
2017,92029,29,20.6,18+,San Diego
2017,92037,31,10.2,18+,San Diego
2017,92040,74,23.4,18+,San Diego
2017,92054,78,22.0,18+,San Diego
2017,92056,79,18.7,18+,San Diego
2017,92057,101,23.8,18+,San Diego
2017,92058,55,26.4,18+,San Diego
2017,92064,68,17.4,18+,San Diego
2017,92065,45,16.4,18+,San Diego
2017,92069,51,13.6,18+,San Diego
2017,92071,87,18.7,18+,San Diego
2017,92078,34,9.5,18+,San Diego
2017,92081,36,14.5,18+,San Diego
2017,92082,28,17.2,18+,San Diego
2017,92083,88,29.5,18+,San Diego
2017,92084,76,19.7,18+,San Diego
2017,92101,163,40.6,18+,San Diego
2017,92102,151,43.9,18+,San Diego
2017,92103,68,24.0,18+,San Diego
2017,92104,119,29.8,18+,San Diego
2017,92105,223,42.4,18+,San Diego
2017,92106,23,12.4,18+,San Diego
2017,92107,35,14.8,18+,San Diego
2017,92108,41,24.4,18+,San Diego
2017,92109,39,12.0,18+,San Diego
2017,92110,54,24.5,18+,San Diego
2017,92111,88,22.5,18+,San Diego
2017,92113,228,65.0,18+,San Diego
2017,92114,312,62.3,18+,San Diego
2017,92115,162,34.3,18+,San Diego
2017,92116,62,24.0,18+,San Diego
2017,92117,78,18.2,18+,San Diego
2017,92118,13,8.9,18+,San Diego
2017,92119,46,26.3,18+,San Diego
2017,92120,50,21.7,18+,San Diego
2017,92122,38,10.4,18+,San Diego
2017,92123,56,24.8,18+,San Diego
2017,92124,38,17.7,18+,San Diego
2017,92126,118,21.0,18+,San Diego
2017,92127,32,10.3,18+,San Diego
2017,92128,46,10.5,18+,San Diego
2017,92129,58,14.8,18+,San Diego
2017,92130,23,5.7,18+,San Diego
2017,92131,21,9.4,18+,San Diego
2017,92139,99,38.5,18+,San Diego
2017,92154,156,23.0,18+,San Diego
2017,92173,92,40.3,18+,San Diego
2017,92201,171,35.6,18+,Riverside
2017,92203,24,11.4,18+,Riverside
2017,92211,45,44.8,18+,Riverside
2017,92220,135,58.2,18+,Riverside
2017,92223,142,39.7,18+,Riverside
2017,92225,86,45.4,18+,Riverside
2017,92227,97,51.6,18+,Imperial
2017,92230,35,156.1,18+,Riverside
2017,92231,99,33.2,18+,Imperial
2017,92233,22,37.2,18+,Imperial
2017,92234,124,32.5,18+,Riverside
2017,92236,117,39.2,18+,Riverside
2017,92240,129,47.8,18+,Riverside
2017,92241,22,38.6,18+,Riverside
2017,92243,215,57.2,18+,Imperial
2017,92249,23,39.5,18+,Imperial
2017,92250,37,60.4,18+,Imperial
2017,92251,69,47.4,18+,Imperial
2017,92252,28,38.9,18+,San Bernardino
2017,92253,46,17.5,18+,Riverside
2017,92256,27,110.2,18+,San Bernardino
2017,92260,41,24.4,18+,Riverside
2017,92262,92,40.1,18+,Riverside
2017,92264,14,14.5,18+,Riverside
2017,92270,18,18.5,18+,Riverside
2017,92274,35,15.7,18+,Riverside
2017,92276,17,34.7,18+,Riverside
2017,92277,60,43.2,18+,San Bernardino
2017,92284,75,38.8,18+,San Bernardino
2017,92301,136,54.1,18+,San Bernardino
2017,92307,146,52.4,18+,San Bernardino
2017,92308,136,49.7,18+,San Bernardino
2017,92311,312,132.8,18+,San Bernardino
2017,92313,19,21.1,18+,San Bernardino
2017,92314,38,45.7,18+,San Bernardino
2017,92315,27,73.8,18+,San Bernardino
2017,92316,102,43.7,18+,San Bernardino
2017,92320,24,39.4,18+,Riverside
2017,92324,230,52.7,18+,San Bernardino
2017,92325,41,63.0,18+,San Bernardino
2017,92335,271,36.8,18+,San Bernardino
2017,92336,171,25.2,18+,San Bernardino
2017,92337,67,22.5,18+,San Bernardino
2017,92342,15,38.5,18+,San Bernardino
2017,92344,64,41.6,18+,San Bernardino
2017,92345,237,40.2,18+,San Bernardino
2017,92346,138,32.8,18+,San Bernardino
2017,92352,22,32.2,18+,San Bernardino
2017,92354,46,26.6,18+,San Bernardino
2017,92356,25,59.4,18+,San Bernardino
2017,92359,20,31.7,18+,San Bernardino
2017,92363,28,85.5,18+,San Bernardino
2017,92371,43,34.3,18+,San Bernardino
2017,92373,52,20.8,18+,San Bernardino
2017,92374,135,40.1,18+,San Bernardino
2017,92376,287,50.2,18+,San Bernardino
2017,92377,43,27.4,18+,San Bernardino
2017,92382,23,66.4,18+,San Bernardino
2017,92386,16,115.9,18+,San Bernardino
2017,92392,216,52.6,18+,San Bernardino
2017,92394,146,51.8,18+,San Bernardino
2017,92395,224,72.4,18+,San Bernardino
2017,92399,111,27.0,18+,San Bernardino
2017,92404,387,90.3,18+,San Bernardino
2017,92405,160,69.3,18+,San Bernardino
2017,92407,183,39.4,18+,San Bernardino
2017,92408,43,35.9,18+,San Bernardino
2017,92410,273,77.7,18+,San Bernardino
2017,92411,171,95.2,18+,San Bernardino
2017,92501,107,63.3,18+,Riverside
2017,92503,328,48.4,18+,Riverside
2017,92504,176,40.2,18+,Riverside
2017,92505,172,46.2,18+,Riverside
2017,92506,122,36.7,18+,Riverside
2017,92507,183,47.7,18+,Riverside
2017,92508,44,16.0,18+,Riverside
2017,92509,225,38.1,18+,Riverside
2017,92530,183,46.5,18+,Riverside
2017,92532,46,25.6,18+,Riverside
2017,92536,12,42.3,18+,Riverside
2017,92543,193,82.0,18+,Riverside
2017,92544,173,49.6,18+,Riverside
2017,92545,113,39.4,18+,Riverside
2017,92548,28,51.8,18+,Riverside
2017,92551,137,61.7,18+,Riverside
2017,92553,311,58.4,18+,Riverside
2017,92555,114,35.4,18+,Riverside
2017,92557,169,43.8,18+,Riverside
2017,92562,142,31.0,18+,Riverside
2017,92563,140,28.9,18+,Riverside
2017,92567,20,25.7,18+,Riverside
